Source,Target
咳嗽,风寒咳嗽
痔疮便秘,咽喉肿痛
痔血,风热感冒
痔疮出血,痈疖肿毒
腹股沟疱疹,沟
瘰疬,脘腹冷痛
齿舌出血,出
疮毒,外感发热
流感,肠痈
风湿骨痛,膨胀
痢疾,损筋折骨
产后瘀阻腹痛,咽喉肿痛
蜂螫伤,衄血
胃脘部痞塞不适,部
风寒咳嗽,小儿疳积
下肢生疽,下
腰膝酸软,麻疹
风寒咳嗽,百日咳
小儿痿证,儿
呕吐,溃疡不敛
水肿,口臭
骨折,雀目
疖肿,流行性感冒
水肿腹胀,疮疡肿毒
泻痢,淋痛
急慢惊风,目赤肿痛
妇人崩漏带下,风湿痹痛
痈肿疔毒,无名肿毒
疮疡,水肿胀满
胸前区不适,不
烫伤,不思饮食
腰膝酸痛,脱肛
阴囊水肿,阴
肺痿,小便不利
风火赤眼,淋浊
痔疮,破伤风
跌打损伤,血热出血
痔瘘,痔疮
会阴部坠胀不适,不
咳嗽,带下清稀
腹部红肿,部
肺燥咳嗽,痛经
反胃,尿血
疮疡肿痛,衄血
泻痢,咽痛
痔疮,缠腰火丹
下肢包块,块
咳嗽咯血,痈肿
肢体麻木,小儿惊风
咳嗽痰血,咽喉肿痛
痈疮肿毒,须发早白
消渴,荨麻疹
眩晕,风湿麻木
经行浮肿,经来遍身浮肿
痈肿,子宫脱垂
小儿惊风,血崩
呕逆,口疮
崩漏,燥咳
恶心呕吐,疮肿
头皮麻木,麻
腰腿痛,湿疹
头痛,胃出血
津疮,跌打损伤
骨折,脱发
胃寒呕逆,湿疹
吐逆反胃,毒蛇咬伤
咯血,劳嗽
湿疹,耳鸣耳聋
毒蛇咬伤,聤耳
水肿腹胀,小儿疳积
双目复视,复
咳嗽,阴虚咳嗽
尿路感染,子宫脱垂
高血压症,咽喉肿痛
经行不止,行
暑热烦渴,疮疡
肠痈,肺结核
烧烫伤,疮肿
眩晕,乳汁不通
疔疮,荨麻疹
骨折,肠道寄生虫
水火烫伤,痈疽肿毒
水肿,肠痈
周身水肿,肿
腹痛吐泻,咳嗽
热毒泻痢,肺热咳嗽
肠燥便秘,风热感冒
痈疽,痔疮
痈肿,发热
视物旋转,旋
腰腿痛,跌打骨折
崩漏,胸腹胀满
风寒湿痹,腹泻
闭经,痈疖
关节痛,痛经
白喉,感冒发热
上肢活动不利,利
烫伤,劳伤吐血
有经不调,盗汗
妇女血虚经闭,风湿痹痛
大便不通,便血
泄泻,产后瘀滞腹痛
胸骨痛,痛经
崩漏,热毒下痢
自汗,哮喘
气滞腹胀,外伤出血
风湿痹痛,乏力食少
毒虫咬伤,咽喉肿痛
咳嗽痰多,脘腹冷痛
皮肤瘙痒,中暑
痘疮倒陷,陷
会阴部肿痛,阴
头晕,消化不良
牙痛,小便赤涩
劳伤吐血,小儿惊风
感冒,遗尿
心神不安,不
阴道滴虫,肺热咳嗽
疮痔疼痛,衄血
左侧偏身瘫痪,左半身瘫痪
劳伤吐血,痈肿疮毒
风寒湿痹,不思饮食
癫痫,水火烫伤
冻伤,衄血
心前区堵塞感,塞
脘腹疼痛,遗尿
吐血,乳少
风湿痹痛,跌打损伤骨折筋伤
腰腿痛,血痢
漆疮,带状疱疹
胎动不安,痈疮肿毒
呕吐,疮痈肿毒
半身不遂,半
风湿痹痛,妇人白带
痔血,咳喘
寒嗽,黄疸
腹痛拒按,痛
月经不调,久泻不止
痢疾,寒湿小便淋沥浑浊
腹水,石淋
肝热头痛,瘰疬
口舌生疮,梅毒
崩漏,血虚黄肿
头痛,疮疡肿痛
小便不禁,尿血
咽喉肿痛,吐衄血
痢疾,久泻脱肛
鼻衄,闭经
跌打损伤,阳盛阴虚
大便秘结,脘腹疼痛
烫伤,风寒头痛
泄泻,疔疮痈肿
烧烫伤,血尿
水肿,胁腹癥积
紫癜,热淋
瘰疬,风湿感冒
左侧肢体发麻,肢
手抽搐,抽
疔疮,崩漏带下
关节对称性变形,对
水肿,食少
肺燥干咳,瘰疬
脘腹胀闷,外伤出血
胃痛,咳嗽胸痛
肢节酸痛,咽喉肿痛
虚劳赢瘦,风湿骨痛
疮痈肿毒,蛇咬伤
未溃,未
肠风便血,感冒
言语不利,语言謇吃
小便不利,鹅口疮
喘咳痰嗽,咽喉肿痛
哆嗦噫气,瘰疬
痈肿疔毒,黄水疮
痰热咳嗽,咯血
中暑发热,热淋
大肠下血,大
胸胁疼痛,喉痹
咽喉肿痛,烦躁失眠
创伤,疮疡
痈肿恶疮,衄血
心腹腰膝诸痛,消化不良
黄液上冲,冲
疮疡肿毒,须发早白
阴囊肿大,风湿痹痛
疹,肺热咳嗽
惊风,衄血
胃痛,狂犬咬伤
拘挛麻木,咳嗽
湿疹,咽喉
经闭,跌扑损伤
经血不断,经候不止
臁疮,便血
肿毒,食积腹胀
惊痫癫狂,痛经
心烦不眠,外伤出血
鼻衄,头晕
小儿肥胖,肥
便血,皮肤皲裂
湿温,湿
胃脘疼痛,胃脘痛
寒湿带下,毒蛇咬伤
肝火头痛,痛经
痢疾,咽痛
臌胀,咽喉肿痛
湿毒疮疡,咽喉肿痛
上腹部疼痛不舒,上腹痛
烫伤,胁肋胀痛
右侧肢体沉重,肢
跌打肿痛,蛇伤
风湿骨痛,劳伤咳嗽
痢疾,肾虚腰痛脊强
小便呈泡沫状,状
妊娠胎萎燥,萎
痢疾,腰部扭伤
跌打损伤,腥胀腹泻
恶露不下,恶露不来
瘰疬,膨胀
泄泻,迎风流泪
衄血,心胃气痛
蛇虫咬伤,尿血
腹泻,蛇咬伤
痔疮出血,感冒
崩漏,痹证
瘫痪,水火烫伤
跌打损伤,利水通便
腰酸腿软,软
阳萎,脱肛
湿疹,龋齿痛
骨折,咳嗽气喘
寒湿水臌,跌打损伤
吐血,痔肿
风湿关节痛,消化不良
痈疽,虫积腹痛
阳萎,风湿痹痛
噤口痢,咯血
风湿痹痛,痈疽难溃
喘咳,咳嗽痰多
痈肿疮疖,破伤风
咽喉肿痛,胃腹冷痛
周身斑疹,周
毒蛇咬伤,风湿骨痛
风湿疼痛,黄疸
肺痛,痛经
崩漏,痈疖
呃逆,咳嗽痰多
虫咬伤,头痛
水肿,痈疽肿毒
心悸,瘰疬
胃脘部疼痛不适,脘
疮疡溃烂,泻痢
脚气肿痛,脱肛
口流涎,涎
风湿骨痛,肺热咳嗽
自汗盗汗,消渴
肌瘦面黄,黄
咽喉红肿痰壅,咽喉肿痛
痢疾,口干烦渴
腰背痛,背
皮肤风痒,风
下肢生疽,生
痈疖,小便淋痛
虚烦不眠,瘰疬
腹泻,贫血
左侧肢体偏身麻木,体
鼻渊,阳痿
寒湿吐泻,外伤出血
湿热黄疸,咳喘痰多
月经不调,久疟
方颅,方
消化不良,坐骨神经痛
疝气,风热头痛
肺痈,疮疡
腹泻,遗尿
目翳,热淋
腹胀便秘,脘腹胀痛
风湿痛,痈疽肿毒
月经不调,吐泻转筋
目生障翳,痈肿
产后瘀阻心腹痛,衄血
虚烦惊悸,烦
牙痛,鹅口疮
剑突下堵塞感,剑
热毒痈肿,尿血
湿热黄疸,饮食积滞
带状疱疹,血淋
烧烫伤,劳伤
乏力不适,周身无力
湿热黄疸,下肢溃疡
风热感冒,衄血
下肢溃疡,脱肛
咽痛,目赤肿痛
行走迟缓,行
崩漏带下,疝气
荨麻疹,脘腹冷痛
小便不利,吐泻腹痛
疮疡肿毒,痛风
跌打瘀肿,浮肿
痈肿丹毒,痛经
癫痫,羊癫疯
寒热往来,来
泄泻,湿毒疮疡
疝气,风湿疼痛
吐泻转筋,目赤肿痛
呕吐,肺热咳嗽
骨折,红斑狼疮
目赤,哮喘
风疹,乳汁不下
水火烫伤,外感发热
血热出血,肺热咳嗽
剑突下空虚感,剑
风火牙痛,风湿骨痛
癫痫,肠痈
水肿,久泻
鼻渊,痈肿
月经不调,肺热咳嗽
经闭,跌打伤痛
吐泻转筋,小便不利
吐血,下痢
疮疡肿毒,小便频数
结核,目赤肿痛
胸闷腹胀,吐血
肛周不适,周
水肿,肺虚咳嗽
流行性感冒,小便淋痛
带下,淋浊带下
痢疾,风眩
大小便不通,咽喉肿痛
跌打损伤,阴痒肿痛
足水肿,肿
疮肿,痄腮
吐血,妇女妊娠恶阻
肢体麻木,风湿关节痛
肛门下坠感,感
水肿,妇女崩中
痢疾,胞衣不上
胃痛,腰肌劳损
主治湿热泻痢,瘰疬
烫火伤,流脑
风疹,臁疮
经闭,暑湿泻痢
剑突下堵塞感,突
跌打损伤,蛔劂腹痛
白喉,便秘
皮肤干燥,衄血
厥阴头痛,崩漏
手水肿,肿
口齿不清,口
瘰疬,心烦失眠
腰腿疼痛,创伤出血
流感,牙龈肿痛
跌打损伤,腰痛
血热吐衄,瘰疬
带下,肺势咳嗽
咽喉肿痛,流产
风湿麻木,目赤
尿闭,痛经
臁疮,痈疮肿毒
崩漏,偏正头痛
大便秘结,咳嗽
恶露不行,恶露量少
跌打伤痛,心腹疼痛
有经不调,痈疽
便血,疮痈肿痛
产后瘀滞腹痛,疮痈肿毒
风湿痹痛,下肢水肿
咽痛喉痹,牙痛
肺虚咳嗽,痔疮
白浊,石淋
疮疡不敛,外伤出血
风热咳嗽,痄腮
烧伤,目赤
腰部疼痛不适,腰
颜面部水肿,水
赤痢腹痛,便血
闭经,感冒发热
疔疮肿毒,咽喉肿痛
筋骨疼痛,眩晕
腰腿痛,咯血
右侧肢体活动无力,体
血瘀痛经,无名肿毒
肛门流血,肛
头风目眩,外伤出血
阳痿,耳聋
全身皮肤破损,身
跌打疼痛,黄疸
关节疼痛,目赤
胃脘部不适,胃脘不适
乙脑,跌打肿痛
溲浊,溲
大便量少,大
头部昏蒙感,昏
痈疽疔疮,感冒发热
风湿痹痛,大小便闭
血崩,疮疡肿痛
小便不利,目昏
水肿,高热
蛇虫咬伤,神经痛
胃痛,产后瘀阴腹痛
湿热黄疸,睾丸肿痛
食积,小便不利
跌打损伤,头痛
跌打损伤,痧秽吐泻转筋
口舌生疮,目赤
水肿,咖啡肿痛
肺痈,蛇咬伤
阴道血性分泌物,分
头痛,痈疽疮毒
全身烧灼感,灼
痢疾,肺热咳血
崩漏,阴虚肺燥
语言含混不清,语言謇吃
手术后疼痛,咽喉肿痛
风热感冒,蛇咬伤
周身红斑,斑
崩漏,脘腹胁肋疼痛
心前区紧束感,心前区紧缩
便血,身体虚弱
反胃,百日咳
麻疹透发不畅,风寒感冒
失精,失
小儿消化不良,痈肿
交流障碍,障
风火牙痛,眩晕
小儿疳积,烫火伤
腰肌劳损,疮疖
虚损,损
白带过多,癫痫
崩漏,黄疸
津少口渴,目赤肿痛
腹痛,麻疹不透
胃溃疡,刀伤出血
胃热呕呃,咽喉肿痛
恶疮,蛇咬伤
人工流产术后阴道异常出血,工
胸隔痞满,风湿痹痛
龋齿疼痛,咳嗽
左下腹痛,左
昏蒙,昏
思维迟钝,钝
跌打损伤,肺热喘咳
毒蛇咬伤,痛肿疮毒
脘腹痛,肺热咳嗽
胃脘疼痛,痈疮肿毒
牙痛,乳痈肿痛
腰腿疼痛,腰膝酸痛
经水先后无定期,定
头痛眩晕,痈肿疮毒
左侧肢体紧缩感,体
崩漏,筋骨痿软
水肿,胃脘寒痛
泄泻,皮肤痒疹
善食易饥,食
疖肿,高热
喉痹,脱肛
烫伤,肺热咳嗽
女子不月,子
丹毒,脘腹冷痛
胃寒疼痛,小便不利
虚劳,消渴
肺虚咳嗽,疮疡
食欲不振,外伤出血
风湿痹痛,并治风寒感冒
吐血,不思饮食
恶露不尽,恶
带下,水火烫伤
溃疡不敛,脘腹冷痛
脱肛,蛇咬伤
血淋,久泻
痈疖,痛经
健忘,记忆力减退
烫伤,小便黄赤
跌打损伤,食积腹胀
年老经水复行,倒开花
虫蛇咬伤,淋浊
妇人乳少,乳
流脑,淋浊
臁疮,产后腹痛
腹泻,风疹瘙痒
淋症,疟疾
痈肿,跌打骨折
痈疡,水肿
风寒感冒,小儿惊风
白带,肝脾肿大
赤白带下,尿路感染
便血,乳痈肿痛
白浊,水肿胀满
崩漏,风痹
疮疖肿毒,跌打瘀痛
心胸汗出,胸
妇女闭经,瘰疬
跌打损伤,风寒痹痛
泌尿系感染,咽喉肿痛
尿血,胸痹
外伤瘀血,风湿痹痛
咳嗽,疮疡溃烂
赤白带,带
水肿胀满,疳积
脘腹胀痛,创伤出血
疮毒肿痛,黄疸
头痛,目赤
风湿关节痛,痈疽疮毒
右侧肢体水肿,肿
咳嗽气喘,消化不良
瘰疬,久泻
湿热黄疸,中暑
口糜,感冒发热
月经不调,阴虚肺燥
毒蛇咬伤,开放性骨折
腹部胀满不适,胀
面色晦暗,面
浮肿,淋浊
崩漏,小儿惊痫
痈毒,咽喉肿痛
小便不通,通
冻疮,筋骨疼痛
经行先期,行
带下,支气管哮喘
睾丸肿痛,疮疡
善忧思,忧
瘀肿疼痛,肺热咳嗽
蛇伤,跌打骨折
皮肤瘙痒,产后瘀滞腹痛
湿疹,高热神昏
咳嗽,食积胀满
目赤肿痛,膨胀
疝气,胸腹胀满
漆疮,肺结核
皮肤湿疹,百日咳
跌打损伤,风毒痈肿
虚寒性吐血,外伤出血
风湿痹痛,喉痛舌肿
血痢,乳汁不通
小儿惊风,尿血
疮疽痔瘘,咽喉肿痛
牙痛,小便短赤
手足麻木,疟疾
久痢,肺燥咳嗽
风寒感冒,风湿疼痛
鼻部疼痛,痛
丹毒,蛇咬伤
左侧偏身麻木感,左半身麻木不适
水肿,跌打
热淋尿闭,风湿痹痛
流脑,痈疮肿毒
风寒湿痹,津伤口渴
风湿腰腿痛,咽喉肿痛
经闭,麻疹
热毒痈肿,吐血
风火牙痛,狂犬咬伤
风湿痹痛,青盲
阳痿,肌肤麻木
颧赤,颧
食少口干,目赤肿痛
眼胞瘀痛,痛
足肿,目赤肿痛
湿疹,肺虚咳喘
寒热头痛,疟疾
鼻唇沟,鼻
肠风下血,腰痛
便血,流行性感冒
胃寒疼痛,脘腹冷痛
痢疾,高热惊厥
牙龈渗血,龈
小便不利,产后血瘀腹痛
全身红色皮疹,红
赤白痢疾,疔疮痈肿
脚气,高热
痢疾,虐疾
跌打损伤,流感
吞咽梗阻,咽部阻塞感
泄泻,胸痹绞痛
便血,蛔厥腹痛
皮肤瘙痒,脘腹冷痛
崩漏,视物昏花
胃痛,石淋
水火烫伤,小儿疳积
胎漏下血,黄疸
寸白虫,虫
阴囊湿疹,跌打损伤
腰膝酸痛,胎动不安
湿疹,血尿
足关节肿胀,足
痢疾,妊娠呕吐
跌扑损伤,蛇咬伤
风湿麻木,消渴
便血,恶露不尽
经行腰痛,腰
水肿,手足拘挛
皮肤瘙痒,尿路感染
带下阴痒,痔疮
消渴,浮肿
泄痢,疮疖
自汗,腹泻
泄泻,漆疮
跌打损伤,跌打捞员伤
跌打损伤,皮肤瘢痕
全身关节对称性肿,关
烫伤,胃溃疡
筋骨挛痛,骨
筋脉挛急,筋
痔疮,胎动不安
痛肿疮毒,外伤出血
蛇虫咬伤,痈疖
无名肿毒,久泻久痢
冻疮,带下
口涩,口
跌打损伤,内伤吐血
烧烫伤,劳伤吐血
咽痛,外伤出血
小便淋浊,衄血
疔疮,子宫脱垂
咽喉肿痛,湿温初起
风湿痹痛,虚发热
风温痹痛,疮肿
胃脘痛,咳嗽痰多
骨折,骨蒸潮热
外伤感染,咽喉肿痛
风寒湿痹,胞衣不下
皮肤瘙痒,遗尿
痢疾,食积不消
淋症,皮肤瘙痒
崩漏,预防流感
劳伤腰痛,衄血
恶心,咯血
水肿,吐泻
皮肤瘙痒,寒疝腹痛
疟疾,倦怠乏力
产后瘀滞腹痛,脱肛
脚气肿痛,肺热咳嗽
尿血,冻伤
疔疮肿毒,小便不利
便血,血瘀崩漏
劳伤疼痛,疮痈肿毒
茎强不萎,萎
风湿痹证,痈肿
泄泻,咽喉红肿
疮肿,疮
舌麻痹,麻
风湿痹痛,口干烦渴
腹水,痄腮
咽喉肿痛,产后瘀血腹痛
劳伤吐血,乳痈
痢疾,伤食泄泻
崩漏,小儿疳疾
痔疮,流脑
痢疾,麻风溃疡
水肿,小儿麻痹症后遗症
痈疮肿痛,小儿疳积
头痛,寒疝腹痛
胸部带状疱疹,部
阴部湿痒,咽喉肿痛
胃痛,跌打肿痛
臀部溃破,臀
四肢肌肉疼痛,肉
胃院疼痛,水肿
痢疾,狂犬咬伤
风湿痹痛,癫狂痰涎涌盛
胁肋胀痛,小便不利
肺痈,出血
痰劂,毒蛇咬伤
蛇虫咬伤,烦躁胸闷
目生障翳,牙痛
泄泻,阴虚劳热
痢疾,烫火饬
不孕,风湿痹痛
痈肿,劳嗽
痈肿疔毒,疔疮肿毒
小便泡沫增多,小便呈泡沫状
风热感冒,久泻
便秘,水肿胀满
月经量多,量
寒疝腹痛,跌打伤痛
跌打瘀肿,咳血
赤痢,百日咳
烦渴胸闷,跌打损伤
瘰疬,产后瘀阻心腹痛
感冒,牙疳
食欲不振,疔疮肿毒
荨麻疹,疳积
皮肤瘙痒,坐骨神经痛
食物中毒,疮肿
乳痈,暑湿泻痢
脘腹疼痛,恶疮
跌打损伤,扭挫损伤
食积,腰膝酸痛
痈肿疮疖,惊风
泄泻,瘀滞腹痛
风湿骨痛,淋巴结结核
惊痫,风疹瘙痒
食积,腰肌劳损
脚气攻心,脚
咳嗽,肺燥干咳
烫伤,热毒血痢
女子不月,经水不通
腹痛,脱肛
卧寐,卧
湿热泻痢,痈肿疮疡
暑热烦渴,便秘
便血,血瘀肿痛
梦游行,梦
痢疾,咽喉溃腐
小便不利,跌扑损伤
产后腹痛,尿路感染
骨折,泄痢
疔疮,痈疽疔毒
崩漏,耳痈
阳萎,白带
胃脘堵塞不适,脘
痈疽疮疖,烫火伤
偏侧肢体感觉障碍,觉
泄泻,崩中
口疮,肾虚阳痿
腰腿酸痛,疮疡肿毒
外伤出血,痫疾
跌打瘀痛,腰肌劳损
手酸胀,酸
风湿麻木,目赤肿痛
淋症,瘰疬
烫伤,水肿
胸中积热,瘰疬
妇女痛经,目赤肿痛
衄血,倦怠乏力
蛇虫咬伤,乳少
泄泻,泻痢
崩漏,癫痫
感冒,痈肿疮毒
食欲不振,睾丸肿痛
跌伤瘀痛,风湿痹痛
风湿痹痛,气滞食积
臁疮,发热
痢疾,丹毒湿疹
烧伤,白喉
子淋,淋
风湿痹痛,瘀滞肿痛
大便秘结,风寒湿痹
崩漏下血,疮疡肿毒
心悸自汗,跌打损伤
疮毒,阳痿
宫冷不孕,咯血
筋骨酸痛,头痛
大便脓血,血
产后血晕,淋浊
食物中毒,肠痈
胃脘部烧灼感,感
赤白带下,久咳
疔疮,湿疮
口腔溃汤,毒蛇咬伤
咽喉疼痛,痛
痛经,目昏
风湿痹痛,蛇虫啼伤
痛风,阳痿
咳嗽,劳伤乏力
咳嗽,小便涩痛
风湿痹痛,跌打肿痛食
牵扯大腿根部不适,根
咽喉疼痛,湿热痢疾
疮疡肿毒,体虚乏力
阴茎有恶臭分泌物,物
白带,鼻塞
咳嗽痰喘,小便不利
麻疹透发不畅,水肿
尿有泡沫,有
肺痈吐脓,痈肿
黄疽,疮毒
月经不调,呕吐反胃
口渴咽干,目赤肿痛
血虚证,吐血
疮毒,肝脾肿大
尿路结石,哮喘
眼内眦出血,内
疔疮,聤耳
癫狂,脘腹胀痛
运动性失语,性
食欲不振,带状疱疹
血痢,神经衰弱
耳鸣,遗精
眼底出血,牙痛
小儿惊风,外感发热
尿频,痈疮肿毒
遗尿,腰痛
跌打伤肿,痈疽
高热,消渴
蛇虫咬伤,跌扑损伤
跌打损伤,候痛
颈疼痛,疼
阴痒,口疮
口舌生疮,脘腹胀满
肩部痒,痒
咽喉肿痛,淋浊
风湿痹痛,胸闷纳呆
跌打损伤,痈疽难溃
跌打瘀痛,腰痛
疔疮痈肿,食欲不振
腹痛,痈肿疮疡
疮疖痈肿,肺热咳喘
痔疾出血,风湿痹痛
消化不良,肺结核
背部灼热,热
痢疾,舌绛
口疮,水肿胀满
风湿骨痛,喘咳
风湿痹痛,感冒发烧
狐臭,脘腹冷痛
胃热呕吐,疟疾
痰中带血,小儿疳积
寒疝疼痛,热淋
青盲,咯血
皮肤风热,肤
语量减少,言语较少
黄疽,白带
蛇虫咬伤,疳积
水肿,疮疡脓肿
疮痈肿毒,肺热喘咳
咳嗽,痈疽肿痛
骨折,疮痈肿毒
风寒湿痹,疠风
臁疮,痈疽
心前区不适,胸前区不适
小儿热惊,肺热咳嗽
泄泻,瘀血肿痛
咽喉肿痛,跌打吐血
大便颜色改变,大
黄水疮,小便不利
痢疾,牙疳口疮
风热感冒,腰膝酸痛
小便不利,鼻塞
腹水,小便淋痛
风寒感冒,贫血
崩漏,肢节疼痛
痢疾,咯血吐衄
产后小便频数与失禁,频
湿热水肿,瘰疬
疔疮痈肿,跌打肿痛
鼻塞,外伤出血
遗精,血淋
口角发麻,角
疖肿,湿热痢疾
肋部疼痛,痛
关节肿痛,血淋
腰部疼痛不适,适
烫伤,瘰疬结核
痰热咳嗽,便血
肺虚久咳,小便不利
崩漏白带,吐血
跌打损伤,折带过多
命门火衰,衄血
痈肿疔毒,痔疮出血
痔瘘,疝气
腰膝酸痛,痛经
痰饮,脘腹胀痛
毒蛇咬伤,遗精遗尿
咽喉肿痛,麻疹
跌打伤肿,蛇伤
乳糜尿,衄血
齿痛,小儿疳积
跌打损伤,温疟
妇女妊娠恶阻,瘰疬
口臭,黄疸
胸脘痞闷,咽喉肿痛
痔瘘,疮疖
肩不举,肩
脾胃虚弱,疟疾
湿疹,肺虚久咳
历节痹痛,风湿痹痛
腰腿痛,腰
心腹刺痛,腹
肠鸣泄泻,小便不利
月经过少,少
囟解,囟门不合
腹痛,蛇伤
皮肤瘙痒,跌打伤痛
烫火伤,疳积
风湿痹痛,胃寒腹痛
咳嗽痰血,黄疸
痢疾,痈疽难溃难敛
手关节胀,胀
健忘,痔疮
噎膈,蛇咬伤
痈肿疮疖,外伤出血
痈肿疔疮,哮喘
小便黄赤,外伤出血
跌打损伤,缠腰火丹
妇女白带,痛经
吐血,腰背痛
周身疼痛不适,身
肛周疮毒,周
风湿痹痛,赤白浊
面赤足冷,衄血
高血压,血崩
子宫不收,不
崩漏,脑血栓形成
头晕,久泻
虚劳发热,咽喉肿痛
头痛,心烦
风寒感冒,风湿关节疼痛
新久咳嗽,肺热咳嗽
子宫下垂,脘腹冷痛
无名肿毒,脾虚泄泻
坐而俯首,首
后背痛,痛
肠风,便血
跌打损伤,时行瘟疫
毒蛇咬伤,热痢
寒疝腹痛,痔疮
泄泻,心烦失眠
胃脘痛,衄血
肩部酸胀,酸
黄水疮,秃疮
骨折筋伤,带下
齿痛,痈肿疮毒
骶髂关节疼痛,髂
瘰疬,口臭
痔疮,风湿疼痛
下肢溃疡,热淋
咽喉肿痛,郁闷心烦
右侧肢体乏力,右半身乏力
烫伤,皮肤湿疹
风湿痹痛,产后虚烦
赤白下痢,白带
痢疾,痈脾
霍乱,痈肿
跌打损伤,外感咳嗽
产后瘀滞腹痛,痄腮
痈肿疮疖,久泻
便血,阴虚肺劳
血小板减少性紫癜,外伤出血
跌打损伤,头痛身痛
跌打瘀肿,湿疹瘙痒
牙痛,冻伤
毒虫咬伤,咽痛
呼之不应,之
痰热咳嗽,湿疹
带下黄,带
烫伤,腹痛泄泻
脾虚久泻,黄疸
左侧偏身麻木,木
月经不调,胆绞痛
心下悸,下
失眠多梦,咯血
大便变细,便
阳痿遗精,尿血
烦躁,崩漏
烧烫伤,脘腹疼痛
恶露不尽,肺热咳嗽
小儿发热,衄血
流行性感冒,瘰疬
跌打损伤,小儿湿疹
头痛眩晕,感冒发热
身疼,身
月经不调,感冒高热
睾丸肿痛,疮肿
风热感冒,烫火伤
虚劳赢瘦,热淋
骨结核,吐血
风湿关节痛,痈疮疖肿
便秘,跌打伤痛
风湿痹痛,热毒斑疹
麻疹透发不畅,疔疮肿毒
烫伤,口腔溃疡
尿闭,尿血
便血,结核
丹毒,肝脾肿大
指甲纵沟,甲
湿疹,痔疮出血
偏头痛,口疮
视物昏花,外伤出血
倦怠食少,咽喉肿痛
阴痒,脘腹冷痛
小便淋沥,风湿痹痛
疔疮肿毒,睾丸肿痛
水肿,扭伤
疮疡肿毒,血尿
背疼痛,痛
鼻衄,烫火伤
噎膈反胃,脚气
瘀滞崩漏,外伤出血
烫火伤,久痢
创伤,外伤出血
恶疮,牙龈肿痛
啮齿,齿
难产,疟疾
痔肿,痔疮
痰热咳嗽,跌打肿痛
跌打损伤,阴虚便秘
疝痛,痈肿
泄泻,风冷齿痛
反胃,脘腹冷痛
风疹,腰腿疼痛
手足麻木,淋证
虚火牙痛,毒蛇咬伤
热毒泻痢,咯血
口舌糜烂,丹毒
痈肿疔毒,跌打损伤
恶露不止,恶露不绝
失眠,小便淋痛
翳膜遮睛,经闭
衄血,汤火烫伤
毒蛇咬伤,肝硬变
踝关节活动不利,关
胃痛,痞块
痈疽疔毒,疟疾
痔疾,外伤出血
肝火目赤肿痛,衄血
跌扑肿痛,小便不利
风湿痹痛,手足（军皮）裂
冻疮,腰肌劳损
肾囊风,咽喉肿痛
痢疾,治咳嗽
口噤,吐血
女阴白斑,女
泻痢,须发早白
风湿痹痛,虚热不退
食积泻痢,咽喉肿痛
疹出不畅,便血
牙痛,食积腹胀
潮热盗汗,乳痈
痢疾,赤白外痢
崩漏,虚寒腹痛
腹痛,心腹疼痛
吐血,体虚
虫积腹痛,目赤肿痛
面部疼痛,面
骨折,肠痈
腹泻,恶疮
大小关节对称性肿痛,节
昏仆,昏
产后出血,咯血
踝部活动不利,利
胃溃疡,风湿疼痛
痈疽,癫狂
痢疾,痔瘘
尿路感染,痈疖肿毒
咳嗽,肝肿大
口舌生疮,肺热喘咳
全身关节肿胀,关
臁疮,刀伤出血
跌打损伤,痈疖肿毒
肛门坠胀,坠
乳汁不下,石淋
腰腿痛,瘰疬
高热,疮疖
阴囊湿痒,肺热咳嗽
喘嗽不止,吐血
足部流脓,足
跌打损伤,胃寒食积
痈肿疮毒,热泻
湿毒疮,肺热咳嗽
风湿痹痛,瘀血作痛
阴挺,胃痛
全身出血点,出
虫积,咳嗽痰多
拘挛麻木,衄血
口糜,外伤出血
痹痛,骨折
感冒,痱子
烫伤,烦躁胸闷
骨折,产后腹痛
肠痈,热淋
跌打,痈疮肿毒
上肢肌力下降,力
疔疮肿毒,湿疮
痢疾,梅毒下疳
动作迟缓,作
风寒湿痹,十二指肠溃疡
斑疹不透,外伤出血
酒皶鼻,牙痛
带下色青,色
衄备,风湿痹痛
大便带血,带
感冒,麻风
肾虚腰痛,痈疮肿毒
脘腹胀痛,跌扑损伤
眼弦赤烂,眼
癫痫,疮肿
妊娠下肢抽筋,抽
腹痛,痈肿疮毒
痈肿疮毒,蛇伤
心中烦乱,烦躁不安
月经不调,疮痈红肿
小便不利,哮喘
小儿夏季热,肺热咳嗽
风湿痛,肾虚腰痛
五痨七伤,跌打损伤
痔血,蛇咬伤
眦烂多泪,衄血
四肢不适,不
湿疹,产后乳少
产后恶露不尽,腹痛
痔疮肿痛,痄腮
头晕目眩,骨折
风湿痹痛,横痃
崩漏带下,疮疡
吐血,肺燥干咳无痰
鼻渊,遗精
颈前部肿大,颈
阴挺下脱,阴
痢疾,腹痛泄泻妊娠恶阻
风湿势痹,外伤出血
跌打损伤,外疮种痛
皮肤瘙痒,久咳
无名肿毒,血淋
流感,疮疡肿痛
风湿痹痛,大腹水肿
肢体活动不便,活
跌打损伤,胃寒脘痛
痈肿疮疖,消渴
下肢畸形,畸
吐血,妇女经闭
跌打损伤,痰涎壅塞
跌打损伤,积滞内停
产后腹痛,梅毒
小儿麻痹后遗症,毒蛇咬伤
四肢活动不利,四肢运动障碍
黄疸,痈疖肿毒
小便不利,肌肤麻木
